id_salaire,teacher_code,mois,annee,salaire_base,primes,retenues,salaire_net,mode_paiement
39454,TEACH-03288,10,2025,795770,7176,34058,768888,Wave
39455,TEACH-03288,11,2025,581628,96305,999,676934,Virement
39456,TEACH-03288,12,2025,421984,159707,13118,568573,Wave
39457,TEACH-03289,1,2025,712795,127791,24249,816337,Wave
39458,TEACH-03289,2,2025,284911,14628,12786,286753,Banque
39459,TEACH-03289,3,2025,296274,166742,40849,422167,Wave
39460,TEACH-03289,4,2025,608969,123508,10087,722390,Orange Money
39461,TEACH-03289,5,2025,692706,142292,43551,791447,Wave
39462,TEACH-03289,6,2025,534351,181935,22846,693440,Banque
39463,TEACH-03289,7,2025,644597,59343,34337,669603,Virement
39464,TEACH-03289,8,2025,421919,187693,19831,589781,Orange Money
39465,TEACH-03289,9,2025,671551,36873,48568,659856,Orange Money
39466,TEACH-03289,10,2025,500645,120349,41257,579737,Wave
39467,TEACH-03289,11,2025,705262,2810,28494,679578,Wave
39468,TEACH-03289,12,2025,628143,120981,33349,715775,Banque
39469,TEACH-03290,1,2025,359242,62925,9731,412436,Wave
39470,TEACH-03290,2,2025,789783,182856,40082,932557,Wave
39471,TEACH-03290,3,2025,421329,70310,2852,488787,Wave
39472,TEACH-03290,4,2025,697544,103251,18870,781925,Orange Money
39473,TEACH-03290,5,2025,516481,155845,22077,650249,Orange Money
39474,TEACH-03290,6,2025,385405,121463,22488,484380,Wave
39475,TEACH-03290,7,2025,486718,97901,26686,557933,Wave
39476,TEACH-03290,8,2025,790306,33580,5059,818827,Orange Money
39477,TEACH-03290,9,2025,583985,158252,28582,713655,Virement
39478,TEACH-03290,10,2025,367348,122177,6858,482667,Virement
39479,TEACH-03290,11,2025,275595,90684,15869,350410,Banque
39480,TEACH-03290,12,2025,718909,28895,21729,726075,Orange Money
39481,TEACH-03291,1,2025,784003,15322,7306,792019,Virement
39482,TEACH-03291,2,2025,255635,148121,415,403341,Orange Money
39483,TEACH-03291,3,2025,732621,74620,28053,779188,Banque
39484,TEACH-03291,4,2025,406355,43053,22927,426481,Wave
39485,TEACH-03291,5,2025,698415,134970,19927,813458,Virement
39486,TEACH-03291,6,2025,568564,102059,29151,641472,Banque
39487,TEACH-03291,7,2025,548997,19766,7202,561561,Wave
39488,TEACH-03291,8,2025,787061,177081,45486,918656,Orange Money
39489,TEACH-03291,9,2025,351911,36024,11849,376086,Orange Money
39490,TEACH-03291,10,2025,434547,112857,24242,523162,Orange Money
39491,TEACH-03291,11,2025,387355,193430,15044,565741,Banque
39492,TEACH-03291,12,2025,389745,153114,41592,501267,Wave
39493,TEACH-03292,1,2025,499733,105226,28477,576482,Orange Money
39494,TEACH-03292,2,2025,570832,123192,43696,650328,Virement
39495,TEACH-03292,3,2025,329009,189500,7921,510588,Orange Money
39496,TEACH-03292,4,2025,415721,82922,19262,479381,Banque
39497,TEACH-03292,5,2025,421713,118691,39661,500743,Wave
39498,TEACH-03292,6,2025,325563,171102,21523,475142,Virement
39499,TEACH-03292,7,2025,520516,185416,24204,681728,Wave
39500,TEACH-03292,8,2025,375753,6477,18561,363669,Orange Money
39501,TEACH-03292,9,2025,677219,71578,8118,740679,Orange Money
39502,TEACH-03292,10,2025,477323,33082,13352,497053,Banque
39503,TEACH-03292,11,2025,347756,86425,18643,415538,Banque
39504,TEACH-03292,12,2025,485133,36370,21472,500031,Banque
39505,TEACH-03293,1,2025,730682,72671,43299,760054,Banque
39506,TEACH-03293,2,2025,746326,197364,32262,911428,Virement
39507,TEACH-03293,3,2025,510197,2160,4445,507912,Orange Money
39508,TEACH-03293,4,2025,573575,165730,16355,722950,Wave
39509,TEACH-03293,5,2025,492414,193693,16103,670004,Wave
39510,TEACH-03293,6,2025,636369,104979,4204,737144,Orange Money
39511,TEACH-03293,7,2025,692396,7653,13800,686249,Banque
39512,TEACH-03293,8,2025,284396,44232,26869,301759,Wave
39513,TEACH-03293,9,2025,592428,137003,4217,725214,Orange Money
39514,TEACH-03293,10,2025,312178,173399,33529,452048,Virement
39515,TEACH-03293,11,2025,674756,73181,1506,746431,Banque
39516,TEACH-03293,12,2025,439404,90045,43664,485785,Banque
39517,TEACH-03294,1,2025,725123,34674,17684,742113,Wave
39518,TEACH-03294,2,2025,787165,60555,44807,802913,Virement
39519,TEACH-03294,3,2025,521355,95442,12791,604006,Orange Money
39520,TEACH-03294,4,2025,558669,175030,27988,705711,Orange Money
39521,TEACH-03294,5,2025,326161,185885,49927,462119,Wave
39522,TEACH-03294,6,2025,350892,156786,27918,479760,Banque
39523,TEACH-03294,7,2025,537003,95494,34364,598133,Banque
39524,TEACH-03294,8,2025,590937,130768,16732,704973,Wave
39525,TEACH-03294,9,2025,339571,102050,42916,398705,Orange Money
39526,TEACH-03294,10,2025,673524,88908,28510,733922,Virement
39527,TEACH-03294,11,2025,313157,181705,37500,457362,Virement
39528,TEACH-03294,12,2025,312324,166414,18414,460324,Banque
39529,TEACH-03295,1,2025,616221,96655,21649,691227,Virement
39530,TEACH-03295,2,2025,335975,118309,14227,440057,Virement
39531,TEACH-03295,3,2025,625114,169319,16500,777933,Virement
39532,TEACH-03295,4,2025,315100,94293,15123,394270,Orange Money
39533,TEACH-03295,5,2025,316121,197396,44085,469432,Orange Money
39534,TEACH-03295,6,2025,392811,85926,35696,443041,Banque
39535,TEACH-03295,7,2025,402216,82993,23605,461604,Virement
39536,TEACH-03295,8,2025,606839,154490,35737,725592,Orange Money
39537,TEACH-03295,9,2025,386105,67903,16068,437940,Banque
39538,TEACH-03295,10,2025,528676,5334,4164,529846,Orange Money
39539,TEACH-03295,11,2025,699767,59648,21205,738210,Banque
39540,TEACH-03295,12,2025,577489,148356,44697,681148,Banque
39541,TEACH-03296,1,2025,395575,195949,11831,579693,Virement
39542,TEACH-03296,2,2025,436700,174148,47865,562983,Banque
39543,TEACH-03296,3,2025,331503,60684,7657,384530,Banque
39544,TEACH-03296,4,2025,300302,59608,8687,351223,Orange Money
39545,TEACH-03296,5,2025,342248,161404,26845,476807,Orange Money
39546,TEACH-03296,6,2025,399652,132804,16185,516271,Orange Money
39547,TEACH-03296,7,2025,486413,67302,16070,537645,Orange Money
39548,TEACH-03296,8,2025,433564,123513,23562,533515,Banque
39549,TEACH-03296,9,2025,312681,145281,22327,435635,Banque
39550,TEACH-03296,10,2025,355959,34443,4356,386046,Wave
39551,TEACH-03296,11,2025,652741,198356,47479,803618,Orange Money
39552,TEACH-03296,12,2025,371450,88917,29904,430463,Orange Money
39553,TEACH-03297,1,2025,321081,143793,28062,436812,Orange Money
39554,TEACH-03297,2,2025,432128,60302,6963,485467,Virement
39555,TEACH-03297,3,2025,546720,40958,16231,571447,Banque
39556,TEACH-03297,4,2025,582874,70213,3992,649095,Banque
39557,TEACH-03297,5,2025,406956,121631,2279,526308,Wave
39558,TEACH-03297,6,2025,302366,194479,36275,460570,Orange Money
39559,TEACH-03297,7,2025,601763,106961,43870,664854,Banque
39560,TEACH-03297,8,2025,353627,106164,16190,443601,Banque
39561,TEACH-03297,9,2025,393958,27699,44990,376667,Virement
39562,TEACH-03297,10,2025,665405,6636,25679,646362,Wave
39563,TEACH-03297,11,2025,794688,177317,12654,959351,Virement
39564,TEACH-03297,12,2025,678693,180700,34490,824903,Wave
39565,TEACH-03298,1,2025,739628,65079,8423,796284,Wave
39566,TEACH-03298,2,2025,456783,85138,3182,538739,Orange Money
39567,TEACH-03298,3,2025,491637,83919,45279,530277,Orange Money
39568,TEACH-03298,4,2025,289303,162741,38946,413098,Orange Money
39569,TEACH-03298,5,2025,469465,127635,37316,559784,Orange Money
39570,TEACH-03298,6,2025,460036,186713,5566,641183,Wave
39571,TEACH-03298,7,2025,356468,157948,37093,477323,Wave
39572,TEACH-03298,8,2025,685935,156989,39865,803059,Virement
39573,TEACH-03298,9,2025,725921,68742,37450,757213,Virement
39574,TEACH-03298,10,2025,412060,5644,2546,415158,Wave
39575,TEACH-03298,11,2025,587465,120959,26443,681981,Banque
39576,TEACH-03298,12,2025,589330,120027,49809,659548,Wave
39577,TEACH-03299,1,2025,338358,859,35336,303881,Banque
39578,TEACH-03299,2,2025,601109,155416,18073,738452,Banque
39579,TEACH-03299,3,2025,521677,78006,2823,596860,Banque
39580,TEACH-03299,4,2025,352119,4479,41434,315164,Virement
39581,TEACH-03299,5,2025,773572,65512,18113,820971,Wave
39582,TEACH-03299,6,2025,784683,142925,19161,908447,Wave
39583,TEACH-03299,7,2025,657852,173510,32167,799195,Banque
39584,TEACH-03299,8,2025,335102,137389,27524,444967,Orange Money
39585,TEACH-03299,9,2025,397442,22550,13553,406439,Virement
39586,TEACH-03299,10,2025,270900,130309,6045,395164,Wave
39587,TEACH-03299,11,2025,271486,146030,16401,401115,Orange Money
39588,TEACH-03299,12,2025,429010,123164,19922,532252,Banque
39589,TEACH-03300,1,2025,272722,138494,14267,396949,Virement
39590,TEACH-03300,2,2025,579033,120819,9791,690061,Virement
39591,TEACH-03300,3,2025,585765,88143,40581,633327,Wave
39592,TEACH-03300,4,2025,767362,107071,27457,846976,Orange Money
39593,TEACH-03300,5,2025,403814,63136,37695,429255,Virement
39594,TEACH-03300,6,2025,294407,171338,32825,432920,Wave
39595,TEACH-03300,7,2025,682951,93092,18050,757993,Wave
39596,TEACH-03300,8,2025,293325,49584,29117,313792,Wave
39597,TEACH-03300,9,2025,695110,160118,24987,830241,Virement
39598,TEACH-03300,10,2025,635299,135956,22373,748882,Virement
39599,TEACH-03300,11,2025,570809,126232,22816,674225,Orange Money
39600,TEACH-03300,12,2025,413372,77320,29866,460826,Banque
39601,TEACH-03301,1,2025,695692,107122,30599,772215,Banque
39602,TEACH-03301,2,2025,692019,48667,1329,739357,Virement
39603,TEACH-03301,3,2025,553684,35458,45682,543460,Orange Money
39604,TEACH-03301,4,2025,712813,85781,120,798474,Orange Money
39605,TEACH-03301,5,2025,308701,181676,11335,479042,Banque
39606,TEACH-03301,6,2025,286703,37739,33927,290515,Banque
39607,TEACH-03301,7,2025,639766,121543,42192,719117,Wave
39608,TEACH-03301,8,2025,741720,146866,26024,862562,Virement
39609,TEACH-03301,9,2025,632170,174508,32735,773943,Orange Money
39610,TEACH-03301,10,2025,301829,91072,35570,357331,Wave
39611,TEACH-03301,11,2025,271851,50612,9404,313059,Orange Money
39612,TEACH-03301,12,2025,558294,72267,36844,593717,Orange Money
39613,TEACH-03302,1,2025,468536,79567,22421,525682,Virement
39614,TEACH-03302,2,2025,471110,190869,2815,659164,Wave
39615,TEACH-03302,3,2025,353400,54330,23532,384198,Banque
39616,TEACH-03302,4,2025,751520,2032,18868,734684,Orange Money
39617,TEACH-03302,5,2025,412370,111092,20647,502815,Banque
39618,TEACH-03302,6,2025,499724,4183,38153,465754,Virement
39619,TEACH-03302,7,2025,669608,175074,27646,817036,Wave
39620,TEACH-03302,8,2025,397428,52037,17231,432234,Orange Money
39621,TEACH-03302,9,2025,791994,156929,24199,924724,Wave
39622,TEACH-03302,10,2025,313671,190035,20494,483212,Banque
39623,TEACH-03302,11,2025,568348,171283,5789,733842,Banque
39624,TEACH-03302,12,2025,489894,51580,38368,503106,Wave
39625,TEACH-03303,1,2025,494684,49443,6906,537221,Orange Money
39626,TEACH-03303,2,2025,285429,64487,14958,334958,Orange Money
39627,TEACH-03303,3,2025,271458,72768,35666,308560,Banque
39628,TEACH-03303,4,2025,273623,15481,48350,240754,Banque
39629,TEACH-03303,5,2025,295369,114412,7430,402351,Virement
39630,TEACH-03303,6,2025,455811,151432,45974,561269,Wave
39631,TEACH-03303,7,2025,639111,105385,35856,708640,Wave
39632,TEACH-03303,8,2025,416319,61308,26143,451484,Banque
39633,TEACH-03303,9,2025,382279,88972,19480,451771,Virement
39634,TEACH-03303,10,2025,678335,28710,24122,682923,Virement
39635,TEACH-03303,11,2025,403049,165292,22148,546193,Virement
39636,TEACH-03303,12,2025,537597,77710,42987,572320,Wave
39637,TEACH-03304,1,2025,589656,43661,46153,587164,Wave
39638,TEACH-03304,2,2025,735048,66569,18476,783141,Wave
39639,TEACH-03304,3,2025,563490,148499,45050,666939,Orange Money
39640,TEACH-03304,4,2025,747071,130836,3944,873963,Banque
39641,TEACH-03304,5,2025,662780,140521,31047,772254,Virement
39642,TEACH-03304,6,2025,329688,164370,12190,481868,Orange Money
39643,TEACH-03304,7,2025,260226,70399,20881,309744,Banque
39644,TEACH-03304,8,2025,550515,118546,46829,622232,Virement
39645,TEACH-03304,9,2025,570176,70932,8373,632735,Orange Money
39646,TEACH-03304,10,2025,479974,124278,43482,560770,Wave
39647,TEACH-03304,11,2025,642727,180280,24762,798245,Virement
39648,TEACH-03304,12,2025,691527,37456,46278,682705,Orange Money
39649,TEACH-03305,1,2025,671393,104062,22545,752910,Wave
39650,TEACH-03305,2,2025,584960,164914,17509,732365,Virement
39651,TEACH-03305,3,2025,412047,46292,20255,438084,Banque
39652,TEACH-03305,4,2025,337573,196162,49311,484424,Banque
39653,TEACH-03305,5,2025,485775,192208,7814,670169,Orange Money
39654,TEACH-03305,6,2025,709001,135836,23791,821046,Orange Money
39655,TEACH-03305,7,2025,377884,114,1021,376977,Wave
39656,TEACH-03305,8,2025,574808,144352,37012,682148,Wave
39657,TEACH-03305,9,2025,547320,53887,38019,563188,Virement
39658,TEACH-03305,10,2025,788696,78928,11940,855684,Wave
39659,TEACH-03305,11,2025,428749,18662,48606,398805,Orange Money
39660,TEACH-03305,12,2025,284476,16089,44005,256560,Banque
39661,TEACH-03306,1,2025,590188,123649,7765,706072,Virement
39662,TEACH-03306,2,2025,465100,138621,31575,572146,Wave
39663,TEACH-03306,3,2025,796251,148654,40057,904848,Wave
39664,TEACH-03306,4,2025,392115,47798,2566,437347,Wave
39665,TEACH-03306,5,2025,512579,33244,9317,536506,Banque
39666,TEACH-03306,6,2025,609049,85409,42499,651959,Orange Money
39667,TEACH-03306,7,2025,293145,180064,36703,436506,Banque
39668,TEACH-03306,8,2025,619705,29381,1818,647268,Wave
39669,TEACH-03306,9,2025,434651,31611,48270,417992,Banque
39670,TEACH-03306,10,2025,503008,151906,14168,640746,Orange Money
39671,TEACH-03306,11,2025,314468,113551,19589,408430,Banque
39672,TEACH-03306,12,2025,460222,109698,2768,567152,Banque
39673,TEACH-03307,1,2025,622722,3960,38876,587806,Wave
39674,TEACH-03307,2,2025,467739,10102,16753,461088,Banque
39675,TEACH-03307,3,2025,422517,65513,46857,441173,Wave
39676,TEACH-03307,4,2025,255615,31082,29809,256888,Orange Money
39677,TEACH-03307,5,2025,536986,42222,49821,529387,Orange Money
39678,TEACH-03307,6,2025,497989,79852,27026,550815,Banque
39679,TEACH-03307,7,2025,468475,39047,33672,473850,Orange Money
39680,TEACH-03307,8,2025,356626,144343,40485,460484,Banque
39681,TEACH-03307,9,2025,338783,4316,41441,301658,Virement
39682,TEACH-03307,10,2025,386283,12836,48617,350502,Orange Money
39683,TEACH-03307,11,2025,666020,68359,48361,686018,Virement
39684,TEACH-03307,12,2025,505689,98028,3475,600242,Orange Money
39685,TEACH-03308,1,2025,315447,96353,10784,401016,Orange Money
39686,TEACH-03308,2,2025,510303,73790,45139,538954,Virement
39687,TEACH-03308,3,2025,280843,116978,7740,390081,Banque
39688,TEACH-03308,4,2025,550748,28924,19411,560261,Wave
39689,TEACH-03308,5,2025,780943,87874,20398,848419,Banque
39690,TEACH-03308,6,2025,535284,192647,6404,721527,Wave
39691,TEACH-03308,7,2025,507370,123295,19080,611585,Orange Money
39692,TEACH-03308,8,2025,796330,131422,29146,898606,Wave
39693,TEACH-03308,9,2025,405498,79215,46340,438373,Banque
39694,TEACH-03308,10,2025,400603,37545,46611,391537,Wave
39695,TEACH-03308,11,2025,797124,36408,23719,809813,Banque
39696,TEACH-03308,12,2025,657603,10770,22403,645970,Wave
39697,TEACH-03309,1,2025,475336,28628,8851,495113,Orange Money
39698,TEACH-03309,2,2025,302167,27903,1252,328818,Banque
39699,TEACH-03309,3,2025,299222,170371,42474,427119,Banque
39700,TEACH-03309,4,2025,747913,41017,44138,744792,Wave
39701,TEACH-03309,5,2025,762759,25609,26667,761701,Orange Money
39702,TEACH-03309,6,2025,670574,131642,38375,763841,Wave
39703,TEACH-03309,7,2025,616999,144887,32504,729382,Orange Money
39704,TEACH-03309,8,2025,598463,54137,22055,630545,Orange Money
39705,TEACH-03309,9,2025,712264,12848,27092,698020,Orange Money
39706,TEACH-03309,10,2025,689446,161771,27233,823984,Orange Money
39707,TEACH-03309,11,2025,589204,51769,47776,593197,Wave
39708,TEACH-03309,12,2025,361959,57062,44451,374570,Orange Money
39709,TEACH-03310,1,2025,516990,121736,14045,624681,Orange Money
39710,TEACH-03310,2,2025,382020,26142,21541,386621,Orange Money
39711,TEACH-03310,3,2025,514998,58944,10805,563137,Virement
39712,TEACH-03310,4,2025,568272,89468,12680,645060,Wave
39713,TEACH-03310,5,2025,330969,137994,23318,445645,Wave
39714,TEACH-03310,6,2025,562696,98349,17863,643182,Orange Money
39715,TEACH-03310,7,2025,614715,58223,911,672027,Orange Money
39716,TEACH-03310,8,2025,550632,134310,23512,661430,Virement
39717,TEACH-03310,9,2025,363083,103453,34578,431958,Banque
39718,TEACH-03310,10,2025,327105,37451,34996,329560,Banque
39719,TEACH-03310,11,2025,717160,27751,37343,707568,Orange Money
39720,TEACH-03310,12,2025,668173,197434,908,864699,Orange Money
39721,TEACH-03311,1,2025,692948,86641,22681,756908,Wave
39722,TEACH-03311,2,2025,358379,70746,23298,405827,Orange Money
39723,TEACH-03311,3,2025,379347,105191,33577,450961,Orange Money
39724,TEACH-03311,4,2025,315725,181790,18678,478837,Orange Money
39725,TEACH-03311,5,2025,672146,149185,33315,788016,Wave
39726,TEACH-03311,6,2025,488475,36271,40628,484118,Wave
39727,TEACH-03311,7,2025,358491,81239,7741,431989,Banque
39728,TEACH-03311,8,2025,382214,15700,17407,380507,Orange Money
39729,TEACH-03311,9,2025,357837,128620,22025,464432,Orange Money
39730,TEACH-03311,10,2025,603556,177642,3058,778140,Orange Money
39731,TEACH-03311,11,2025,765254,78583,13601,830236,Wave
39732,TEACH-03311,12,2025,612401,160358,27634,745125,Banque
39733,TEACH-03312,1,2025,372247,86064,41205,417106,Orange Money
39734,TEACH-03312,2,2025,588442,106515,26446,668511,Wave
39735,TEACH-03312,3,2025,395975,56308,31817,420466,Banque
39736,TEACH-03312,4,2025,488451,21838,39637,470652,Virement
39737,TEACH-03312,5,2025,518907,156658,32573,642992,Banque
39738,TEACH-03312,6,2025,268957,159420,31599,396778,Virement
39739,TEACH-03312,7,2025,259468,184450,19091,424827,Banque
39740,TEACH-03312,8,2025,412280,125297,31364,506213,Wave
39741,TEACH-03312,9,2025,421414,191417,47650,565181,Wave
39742,TEACH-03312,10,2025,564063,45371,928,608506,Wave
39743,TEACH-03312,11,2025,781866,134341,39848,876359,Banque
39744,TEACH-03312,12,2025,747242,150378,20462,877158,Wave
39745,TEACH-03313,1,2025,251508,189724,46837,394395,Orange Money
39746,TEACH-03313,2,2025,542355,180281,16083,706553,Virement
39747,TEACH-03313,3,2025,409206,28637,43114,394729,Banque
39748,TEACH-03313,4,2025,305141,114813,49218,370736,Orange Money
39749,TEACH-03313,5,2025,613260,139392,41814,710838,Wave
39750,TEACH-03313,6,2025,296702,87913,10942,373673,Wave
39751,TEACH-03313,7,2025,477958,67594,38817,506735,Virement
39752,TEACH-03313,8,2025,363766,95483,7752,451497,Orange Money
39753,TEACH-03313,9,2025,529201,2280,34513,496968,Orange Money
39754,TEACH-03313,10,2025,776488,79146,37946,817688,Virement
39755,TEACH-03313,11,2025,692011,103448,22357,773102,Virement
39756,TEACH-03313,12,2025,627649,19430,44465,602614,Orange Money
39757,TEACH-03314,1,2025,581526,168687,23265,726948,Orange Money
39758,TEACH-03314,2,2025,582094,193974,17234,758834,Virement
39759,TEACH-03314,3,2025,287530,80391,36315,331606,Orange Money
39760,TEACH-03314,4,2025,416726,48274,27184,437816,Banque
39761,TEACH-03314,5,2025,588848,121749,40193,670404,Banque
39762,TEACH-03314,6,2025,347489,172027,12125,507391,Wave
39763,TEACH-03314,7,2025,349535,56150,45682,360003,Wave
39764,TEACH-03314,8,2025,591917,27458,36646,582729,Wave
39765,TEACH-03314,9,2025,335742,186490,1333,520899,Wave
39766,TEACH-03314,10,2025,374868,122011,809,496070,Virement
39767,TEACH-03314,11,2025,495703,188999,25018,659684,Wave
39768,TEACH-03314,12,2025,262071,29500,13789,277782,Orange Money
39769,TEACH-03315,1,2025,788238,62756,38743,812251,Wave
39770,TEACH-03315,2,2025,787129,154646,38579,903196,Orange Money
39771,TEACH-03315,3,2025,612159,193586,44413,761332,Wave
39772,TEACH-03315,4,2025,747012,22710,11715,758007,Wave
39773,TEACH-03315,5,2025,435634,80169,29594,486209,Orange Money
39774,TEACH-03315,6,2025,782275,90382,29207,843450,Virement
39775,TEACH-03315,7,2025,452412,59886,583,511715,Wave
39776,TEACH-03315,8,2025,646876,98937,44055,701758,Virement
39777,TEACH-03315,9,2025,738825,140667,16760,862732,Orange Money
39778,TEACH-03315,10,2025,448702,12759,14413,447048,Orange Money
39779,TEACH-03315,11,2025,317823,82452,34234,366041,Orange Money
39780,TEACH-03315,12,2025,299084,33746,42044,290786,Orange Money
39781,TEACH-03316,1,2025,342785,40907,15430,368262,Orange Money
39782,TEACH-03316,2,2025,636924,159026,29879,766071,Banque
39783,TEACH-03316,3,2025,590885,191932,40145,742672,Virement
39784,TEACH-03316,4,2025,517731,18292,24080,511943,Banque
39785,TEACH-03316,5,2025,597585,120604,18613,699576,Virement
39786,TEACH-03316,6,2025,338632,142367,11303,469696,Orange Money
39787,TEACH-03316,7,2025,769506,126604,40594,855516,Wave
39788,TEACH-03316,8,2025,655879,158562,10558,803883,Orange Money
39789,TEACH-03316,9,2025,280132,42047,21740,300439,Banque
39790,TEACH-03316,10,2025,587066,5443,1578,590931,Virement
39791,TEACH-03316,11,2025,355328,193593,18982,529939,Orange Money
39792,TEACH-03316,12,2025,507453,91373,15818,583008,Wave
39793,TEACH-03317,1,2025,704684,187917,38569,854032,Wave
39794,TEACH-03317,2,2025,450075,152449,42994,559530,Orange Money
39795,TEACH-03317,3,2025,537908,44396,5326,576978,Orange Money
39796,TEACH-03317,4,2025,787536,113551,17685,883402,Orange Money
39797,TEACH-03317,5,2025,280449,20456,2079,298826,Wave
39798,TEACH-03317,6,2025,679194,104735,124,783805,Banque
39799,TEACH-03317,7,2025,574256,143489,43676,674069,Orange Money
39800,TEACH-03317,8,2025,297297,15123,48353,264067,Wave
39801,TEACH-03317,9,2025,421360,171218,34270,558308,Virement
39802,TEACH-03317,10,2025,697885,172897,14336,856446,Orange Money
39803,TEACH-03317,11,2025,619235,191325,47787,762773,Orange Money
39804,TEACH-03317,12,2025,594218,123875,40711,677382,Wave
39805,TEACH-03318,1,2025,297718,49441,34258,312901,Orange Money
39806,TEACH-03318,2,2025,786072,124390,2966,907496,Wave
39807,TEACH-03318,3,2025,328738,180098,5351,503485,Virement
39808,TEACH-03318,4,2025,566253,61399,32701,594951,Banque
39809,TEACH-03318,5,2025,516591,59097,38588,537100,Virement
39810,TEACH-03318,6,2025,265328,30790,36133,259985,Wave
39811,TEACH-03318,7,2025,772187,169196,11078,930305,Wave
39812,TEACH-03318,8,2025,675426,524,38772,637178,Orange Money
39813,TEACH-03318,9,2025,288360,61572,11338,338594,Wave
39814,TEACH-03318,10,2025,262182,8672,26634,244220,Virement
39815,TEACH-03318,11,2025,670668,190130,40136,820662,Banque
39816,TEACH-03318,12,2025,766257,45770,48153,763874,Virement
39817,TEACH-03319,1,2025,317394,38460,16951,338903,Wave
39818,TEACH-03319,2,2025,344383,45000,26154,363229,Wave
39819,TEACH-03319,3,2025,655932,126179,542,781569,Orange Money
39820,TEACH-03319,4,2025,760868,186035,34530,912373,Virement
39821,TEACH-03319,5,2025,297891,111535,3762,405664,Wave
39822,TEACH-03319,6,2025,291081,101857,14547,378391,Wave
39823,TEACH-03319,7,2025,436559,69920,19343,487136,Virement
39824,TEACH-03319,8,2025,756389,108098,48374,816113,Banque
39825,TEACH-03319,9,2025,727640,91045,32853,785832,Banque
39826,TEACH-03319,10,2025,704080,163111,462,866729,Banque
39827,TEACH-03319,11,2025,511704,20519,32382,499841,Wave
39828,TEACH-03319,12,2025,667953,84128,20128,731953,Banque
39829,TEACH-03320,1,2025,282374,147716,30259,399831,Orange Money
39830,TEACH-03320,2,2025,452813,153089,49834,556068,Orange Money
39831,TEACH-03320,3,2025,454023,136647,28960,561710,Banque
39832,TEACH-03320,4,2025,703991,20205,46279,677917,Wave
39833,TEACH-03320,5,2025,336569,140642,7561,469650,Orange Money
39834,TEACH-03320,6,2025,747334,149923,41776,855481,Wave
39835,TEACH-03320,7,2025,441184,106345,28643,518886,Wave
39836,TEACH-03320,8,2025,699598,65971,43625,721944,Banque
39837,TEACH-03320,9,2025,784659,97443,8574,873528,Banque
39838,TEACH-03320,10,2025,294168,187176,45171,436173,Virement
39839,TEACH-03320,11,2025,579898,3192,5671,577419,Banque
39840,TEACH-03320,12,2025,718259,64370,5519,777110,Virement
39841,TEACH-03321,1,2025,523984,191665,45558,670091,Orange Money
39842,TEACH-03321,2,2025,791102,57698,48593,800207,Orange Money
39843,TEACH-03321,3,2025,324465,152901,33503,443863,Banque
39844,TEACH-03321,4,2025,681282,148280,2533,827029,Banque
39845,TEACH-03321,5,2025,546826,90254,10107,626973,Banque
39846,TEACH-03321,6,2025,446420,24115,22505,448030,Orange Money
39847,TEACH-03321,7,2025,746868,59192,8902,797158,Wave
39848,TEACH-03321,8,2025,450629,190224,41367,599486,Virement
39849,TEACH-03321,9,2025,439455,115205,1070,553590,Wave
39850,TEACH-03321,10,2025,514908,68031,19732,563207,Virement
39851,TEACH-03321,11,2025,476676,65078,45452,496302,Banque
39852,TEACH-03321,12,2025,702802,4614,7023,700393,Orange Money
39853,TEACH-03322,1,2025,678303,35258,23969,689592,Banque
39854,TEACH-03322,2,2025,536542,184363,17808,703097,Banque
39855,TEACH-03322,3,2025,747785,168370,46520,869635,Orange Money
39856,TEACH-03322,4,2025,554738,184700,41639,697799,Virement
39857,TEACH-03322,5,2025,610686,130528,44454,696760,Virement
39858,TEACH-03322,6,2025,350405,149513,36543,463375,Orange Money
39859,TEACH-03322,7,2025,376701,126695,34866,468530,Banque
39860,TEACH-03322,8,2025,543119,28593,11760,559952,Virement
39861,TEACH-03322,9,2025,370989,152908,46194,477703,Virement
39862,TEACH-03322,10,2025,428803,114365,19864,523304,Virement
39863,TEACH-03322,11,2025,302521,143855,34562,411814,Wave
39864,TEACH-03322,12,2025,600812,36516,23707,613621,Orange Money
39865,TEACH-03323,1,2025,513978,27690,8978,532690,Banque
39866,TEACH-03323,2,2025,327978,79435,2265,405148,Banque
39867,TEACH-03323,3,2025,586927,34387,699,620615,Virement
39868,TEACH-03323,4,2025,696208,90595,10372,776431,Banque
39869,TEACH-03323,5,2025,423173,64672,8195,479650,Wave
39870,TEACH-03323,6,2025,438761,96400,34665,500496,Orange Money
39871,TEACH-03323,7,2025,407664,52236,47253,412647,Virement
39872,TEACH-03323,8,2025,513418,47103,18875,541646,Banque
39873,TEACH-03323,9,2025,718234,52842,48452,722624,Virement
39874,TEACH-03323,10,2025,382366,155901,39614,498653,Banque
39875,TEACH-03323,11,2025,374129,131677,44385,461421,Orange Money
39876,TEACH-03323,12,2025,433610,13154,45474,401290,Virement
39877,TEACH-03324,1,2025,301849,134215,29565,406499,Virement
39878,TEACH-03324,2,2025,703039,111174,1384,812829,Wave
39879,TEACH-03324,3,2025,753934,112955,28842,838047,Orange Money
39880,TEACH-03324,4,2025,775919,65996,47231,794684,Banque
39881,TEACH-03324,5,2025,392790,143400,18829,517361,Wave
