id_absence,teacher_code,date_absence,motif,justifiee,duree_heures,remplace
17132,TEACH-02973,2024-10-23,Maladie,False,14,True
17133,TEACH-03441,2024-11-04,Maladie,True,5,True
17134,TEACH-04674,2026-01-28,Congé,False,24,True
17135,TEACH-03145,2025-01-02,Personnel,False,7,True
17136,TEACH-04541,2025-08-18,Maladie,False,5,False
17137,TEACH-03237,2026-01-14,Mission,True,24,False
17138,TEACH-03624,2025-05-08,Mission,True,8,True
17139,TEACH-00307,2024-08-02,,True,1,False
17140,TEACH-03455,2026-03-01,Personnel,False,18,True
17141,TEACH-04732,2025-10-31,Congé,False,5,False
17142,TEACH-01913,2026-03-03,Mission,False,13,False
17143,TEACH-02634,2024-09-04,Personnel,True,12,False
17144,TEACH-02072,2026-06-15,Maladie,True,2,False
17145,TEACH-02061,2026-02-06,Mission,True,12,True
17146,TEACH-00366,2026-01-30,Maladie,True,10,False
17147,TEACH-03035,2025-12-27,,False,5,False
17148,TEACH-03098,2025-06-22,,False,20,False
17149,TEACH-02002,2025-07-28,Congé,False,9,True
17150,TEACH-02773,2024-08-31,Maladie,True,12,True
17151,TEACH-01595,2025-05-07,Mission,True,14,False
17152,TEACH-01002,2026-04-02,Personnel,True,9,False
17153,TEACH-02785,2025-05-01,Personnel,False,23,True
17154,TEACH-03692,2026-01-23,Congé,False,14,True
17155,TEACH-01546,2026-03-29,,False,4,True
17156,TEACH-02735,2025-05-11,Mission,False,17,False
17157,TEACH-00709,2026-04-21,Personnel,True,21,True
17158,TEACH-01705,2025-02-20,Mission,True,14,False
17159,TEACH-01770,2024-10-25,Maladie,True,21,False
17160,TEACH-03496,2025-09-08,Congé,True,7,False
17161,TEACH-03571,2025-10-17,Congé,False,13,False
17162,TEACH-00104,2025-09-03,Congé,True,14,False
17163,TEACH-03352,2024-09-29,Congé,False,12,False
17164,TEACH-00950,2025-06-23,,False,8,False
17165,TEACH-03369,2024-07-30,Personnel,True,7,False
17166,TEACH-02441,2026-01-23,Maladie,False,22,False
17167,TEACH-01153,2026-03-19,Mission,False,2,True
17168,TEACH-04170,2026-01-09,,False,8,False
17169,TEACH-00446,2026-05-08,Maladie,False,20,False
17170,TEACH-04968,2025-07-22,Personnel,True,24,True
17171,TEACH-00680,2026-03-30,Personnel,False,18,True
17172,TEACH-03037,2026-04-22,Maladie,True,1,False
17173,TEACH-03280,2024-12-24,Mission,True,24,False
17174,TEACH-02684,2024-08-06,Congé,True,9,True
17175,TEACH-01956,2026-05-08,Maladie,True,8,True
17176,TEACH-00291,2026-07-07,Personnel,True,15,True
17177,TEACH-04665,2025-03-28,Personnel,True,4,False
17178,TEACH-01395,2025-11-19,Maladie,False,17,True
17179,TEACH-03795,2025-06-22,,False,12,True
17180,TEACH-02255,2024-08-09,Maladie,False,12,False
17181,TEACH-04099,2025-10-17,,True,17,True
17182,TEACH-03351,2025-11-07,Personnel,False,19,True
17183,TEACH-01970,2025-01-12,Congé,False,19,False
17184,TEACH-00325,2025-05-04,,False,23,True
17185,TEACH-03064,2024-12-01,Congé,False,23,False
17186,TEACH-02105,2025-11-30,Maladie,True,10,False
17187,TEACH-04550,2024-09-25,Congé,False,3,False
17188,TEACH-03738,2024-08-17,,False,8,False
17189,TEACH-00691,2024-09-21,Maladie,True,19,False
17190,TEACH-02637,2025-07-20,Maladie,True,2,True
17191,TEACH-02248,2025-09-14,Maladie,True,16,True
17192,TEACH-00204,2026-01-13,Personnel,False,21,False
17193,TEACH-04794,2026-07-04,,True,1,True
17194,TEACH-04921,2026-07-18,Maladie,True,12,True
17195,TEACH-01586,2024-11-23,Personnel,False,22,False
17196,TEACH-04055,2024-11-08,Personnel,True,22,True
17197,TEACH-02618,2024-08-07,Personnel,True,8,False
17198,TEACH-01648,2025-05-21,,True,22,False
17199,TEACH-02393,2025-07-10,Mission,True,17,False
17200,TEACH-00094,2026-04-25,Congé,True,20,True
17201,TEACH-04878,2025-09-30,Maladie,False,16,False
17202,TEACH-03089,2025-08-06,Personnel,False,4,False
17203,TEACH-04707,2026-02-06,Maladie,True,6,False
17204,TEACH-00450,2026-01-07,,False,6,False
17205,TEACH-01605,2025-12-16,Personnel,False,2,True
17206,TEACH-04597,2026-03-10,Maladie,True,14,False
17207,TEACH-00348,2025-09-11,Personnel,False,8,True
17208,TEACH-03113,2024-08-06,Congé,True,9,False
17209,TEACH-01976,2025-12-22,Mission,False,1,True
17210,TEACH-00241,2025-01-13,Personnel,True,24,True
17211,TEACH-04778,2024-09-27,Congé,False,7,True
17212,TEACH-01292,2026-03-24,Mission,False,22,False
17213,TEACH-02264,2025-07-22,Congé,True,13,False
17214,TEACH-00268,2024-08-17,Maladie,False,24,False
17215,TEACH-02172,2026-06-14,,False,23,False
17216,TEACH-03583,2024-08-30,Personnel,True,10,True
17217,TEACH-01038,2024-08-29,Congé,False,1,False
17218,TEACH-01513,2025-03-01,Congé,False,13,False
17219,TEACH-02889,2024-11-18,Maladie,True,19,False
17220,TEACH-04289,2025-10-30,Personnel,True,8,True
17221,TEACH-00746,2025-07-16,Maladie,True,10,True
17222,TEACH-00043,2025-10-03,Mission,True,19,True
17223,TEACH-04077,2025-05-22,Congé,False,4,False
17224,TEACH-01168,2024-12-31,Mission,True,16,False
17225,TEACH-03192,2026-07-16,Maladie,False,6,True
17226,TEACH-02606,2025-08-18,Mission,False,2,True
17227,TEACH-03488,2025-03-11,Congé,True,22,False
17228,TEACH-00009,2025-04-27,,True,15,False
17229,TEACH-03153,2025-07-26,Congé,False,9,True
17230,TEACH-02578,2025-03-26,Congé,False,10,False
17231,TEACH-00703,2024-11-24,,False,10,False
17232,TEACH-03326,2026-06-11,Maladie,False,8,True
17233,TEACH-04373,2025-12-16,Maladie,False,17,True
17234,TEACH-02907,2026-04-18,,False,5,True
17235,TEACH-02121,2026-06-27,,False,10,False
17236,TEACH-00938,2024-11-17,Personnel,False,12,False
17237,TEACH-02177,2025-08-21,Congé,True,4,True
17238,TEACH-03260,2025-05-08,Congé,True,8,False
17239,TEACH-01942,2025-05-09,Mission,True,16,True
17240,TEACH-03630,2025-05-23,,True,19,True
17241,TEACH-03146,2026-01-03,,False,9,False
17242,TEACH-04392,2025-05-26,Personnel,False,4,False
17243,TEACH-03285,2025-06-22,Personnel,False,8,False
17244,TEACH-00339,2024-11-01,Personnel,True,13,False
17245,TEACH-04278,2025-05-23,Maladie,True,4,True
17246,TEACH-03412,2025-10-01,Personnel,False,12,False
17247,TEACH-04155,2025-04-24,Maladie,False,8,True
17248,TEACH-01930,2026-03-03,,False,21,True
17249,TEACH-02414,2026-05-25,,True,23,False
17250,TEACH-01246,2025-01-11,Maladie,False,15,False
17251,TEACH-01117,2024-12-02,Personnel,True,3,False
17252,TEACH-03501,2026-06-28,Congé,False,6,False
17253,TEACH-02799,2026-04-24,Mission,True,3,False
17254,TEACH-00144,2025-01-30,Personnel,False,5,True
17255,TEACH-01444,2026-06-23,Mission,False,7,True
17256,TEACH-02331,2026-04-25,Mission,False,16,False
17257,TEACH-02301,2025-08-14,Mission,True,3,False
17258,TEACH-01818,2026-07-18,,False,19,True
17259,TEACH-01167,2024-09-19,Mission,False,12,False
17260,TEACH-02023,2025-06-02,,False,2,True
17261,TEACH-04184,2024-12-03,Mission,True,1,True
17262,TEACH-02806,2024-10-04,Personnel,False,2,False
17263,TEACH-01392,2024-08-02,Mission,True,19,False
17264,TEACH-03682,2026-03-01,Maladie,True,4,False
17265,TEACH-00597,2025-08-26,Maladie,False,10,True
17266,TEACH-00099,2026-02-02,,False,13,False
17267,TEACH-00322,2025-12-12,Personnel,False,15,True
17268,TEACH-04368,2025-03-04,Maladie,False,16,True
17269,TEACH-00867,2024-10-13,Congé,True,12,True
17270,TEACH-02660,2025-12-11,,True,21,True
17271,TEACH-00162,2026-03-28,,True,1,False
17272,TEACH-02100,2026-03-24,Maladie,False,4,False
17273,TEACH-00494,2026-05-13,Congé,True,14,True
17274,TEACH-00527,2026-02-25,Maladie,True,22,True
17275,TEACH-01819,2025-03-19,Personnel,False,21,False
17276,TEACH-04571,2025-05-08,Mission,False,10,False
17277,TEACH-00417,2025-06-26,Mission,False,21,True
17278,TEACH-01111,2024-11-22,Maladie,False,1,False
17279,TEACH-03453,2025-10-20,Congé,False,11,False
17280,TEACH-03972,2026-01-19,Maladie,False,1,False
17281,TEACH-02379,2025-06-12,,False,19,False
17282,TEACH-02154,2025-09-18,Congé,True,24,False
17283,TEACH-02097,2025-12-14,Congé,False,17,False
17284,TEACH-02194,2025-03-01,,False,5,True
17285,TEACH-02487,2026-04-21,Maladie,True,5,False
17286,TEACH-01401,2025-08-11,Maladie,False,10,True
17287,TEACH-04393,2025-09-27,,False,2,True
17288,TEACH-01709,2025-06-13,Personnel,True,13,False
17289,TEACH-01938,2026-02-05,Congé,True,7,True
17290,TEACH-03958,2025-12-04,Congé,False,14,False
17291,TEACH-02700,2026-06-03,Mission,False,2,True
17292,TEACH-01446,2024-10-27,,False,14,True
17293,TEACH-01465,2025-06-20,Personnel,False,24,False
17294,TEACH-00782,2026-02-25,Mission,False,1,True
17295,TEACH-02909,2026-03-25,,False,1,True
17296,TEACH-02772,2024-12-26,Maladie,False,23,True
17297,TEACH-03713,2026-02-04,Mission,True,5,False
17298,TEACH-03304,2026-06-05,,True,18,True
17299,TEACH-02829,2025-05-12,Congé,False,3,True
17300,TEACH-04183,2024-10-16,,True,10,True
17301,TEACH-00567,2024-12-01,Mission,True,24,False
17302,TEACH-01481,2025-03-16,Mission,False,24,True
17303,TEACH-01035,2025-03-12,,True,22,True
17304,TEACH-04616,2025-11-18,Personnel,False,23,True
17305,TEACH-00087,2025-10-01,Personnel,True,2,True
17306,TEACH-01582,2026-03-03,Mission,False,21,False
17307,TEACH-04477,2025-03-31,Mission,True,7,True
17308,TEACH-02704,2024-12-15,,False,11,False
17309,TEACH-02873,2025-05-20,,False,19,True
17310,TEACH-00538,2024-09-19,Personnel,False,11,False
17311,TEACH-04380,2025-12-25,Congé,True,21,True
17312,TEACH-04687,2025-12-28,Mission,False,15,True
17313,TEACH-03240,2024-11-20,Mission,False,5,True
17314,TEACH-03610,2025-02-23,Personnel,False,4,True
17315,TEACH-03169,2025-01-19,Congé,False,19,True
17316,TEACH-00777,2024-12-26,Mission,True,16,False
17317,TEACH-02690,2025-04-24,Congé,False,19,False
17318,TEACH-03845,2025-05-10,,False,24,True
17319,TEACH-04046,2026-07-22,Congé,True,17,False
17320,TEACH-02001,2026-01-26,Congé,False,18,False
17321,TEACH-04292,2025-03-28,Personnel,False,15,False
17322,TEACH-03892,2025-02-26,Maladie,False,13,False
17323,TEACH-03040,2025-09-24,Congé,True,11,False
17324,TEACH-03836,2025-04-01,Personnel,True,5,False
17325,TEACH-00048,2025-10-13,Mission,True,1,False
17326,TEACH-03174,2025-01-26,Mission,True,5,True
17327,TEACH-01178,2024-12-12,Maladie,False,13,True
17328,TEACH-00090,2025-04-09,,True,17,False
17329,TEACH-02254,2025-08-01,Maladie,True,6,True
17330,TEACH-02543,2024-10-10,,False,23,True
17331,TEACH-04692,2025-05-09,Maladie,True,24,True
17332,TEACH-01519,2026-05-26,Mission,True,12,True
17333,TEACH-01599,2025-11-09,Maladie,True,10,True
17334,TEACH-01547,2025-01-28,Personnel,True,21,True
17335,TEACH-02063,2025-08-27,Maladie,False,20,False
17336,TEACH-00727,2026-01-23,,True,10,False
17337,TEACH-03424,2024-08-10,Personnel,False,8,True
17338,TEACH-04971,2026-07-11,Personnel,True,1,True
17339,TEACH-03474,2024-09-11,,False,24,True
17340,TEACH-02790,2024-09-28,Personnel,True,17,True
17341,TEACH-02878,2025-08-29,Personnel,True,22,True
17342,TEACH-04421,2025-08-17,Mission,False,15,True
17343,TEACH-01139,2025-09-27,Maladie,True,23,True
17344,TEACH-03959,2024-12-23,Mission,False,3,True
17345,TEACH-02911,2025-03-20,Personnel,False,16,True
17346,TEACH-03437,2026-04-08,Mission,True,12,False
17347,TEACH-01196,2025-02-09,Personnel,True,24,False
17348,TEACH-04954,2025-12-26,Maladie,True,16,True
17349,TEACH-00651,2025-05-20,Personnel,True,23,False
17350,TEACH-00650,2026-04-18,Congé,True,17,True
17351,TEACH-03322,2025-03-11,Congé,False,17,True
17352,TEACH-00408,2025-12-28,,False,7,True
17353,TEACH-02418,2025-07-07,Mission,False,7,True
17354,TEACH-00994,2025-07-06,Congé,True,12,False
17355,TEACH-01106,2024-08-12,Personnel,True,20,True
17356,TEACH-02597,2024-08-18,Congé,False,7,False
17357,TEACH-01257,2025-03-17,,False,12,False
17358,TEACH-01298,2025-02-01,Personnel,False,24,False
17359,TEACH-02100,2025-03-16,Personnel,True,10,True
17360,TEACH-00831,2025-06-10,Personnel,False,6,True
17361,TEACH-04892,2026-05-27,Congé,True,10,False
17362,TEACH-01029,2026-07-03,Mission,True,21,False
17363,TEACH-01846,2024-10-06,Maladie,True,16,True
17364,TEACH-02527,2025-11-14,Mission,False,17,False
17365,TEACH-01394,2026-07-10,Maladie,False,17,False
17366,TEACH-02924,2026-03-30,Maladie,True,6,False
17367,TEACH-01723,2025-10-04,Maladie,True,17,True
17368,TEACH-01020,2024-10-21,Personnel,False,17,False
17369,TEACH-04396,2025-03-16,Mission,False,5,True
17370,TEACH-01846,2026-02-20,,False,19,False
17371,TEACH-02255,2026-01-03,Maladie,True,18,True
17372,TEACH-02650,2025-12-13,,False,1,True
17373,TEACH-01927,2025-04-01,Congé,False,17,True
17374,TEACH-02233,2025-11-22,,False,6,False
17375,TEACH-01178,2025-08-29,Personnel,True,2,False
17376,TEACH-04783,2026-05-01,Mission,False,5,False
17377,TEACH-03297,2025-07-25,Maladie,True,19,True
17378,TEACH-03205,2026-07-10,,True,12,False
17379,TEACH-02563,2025-08-13,Mission,False,20,False
17380,TEACH-00435,2026-01-28,,False,4,True
17381,TEACH-03055,2026-01-31,Mission,False,20,False
17382,TEACH-03200,2025-05-11,,False,5,True
17383,TEACH-04001,2024-10-11,Mission,False,15,False
17384,TEACH-03436,2024-10-26,Mission,True,21,False
17385,TEACH-03425,2025-03-24,Personnel,True,22,True
17386,TEACH-04526,2025-04-25,Maladie,False,18,False
17387,TEACH-04151,2025-02-03,,False,10,False
17388,TEACH-03338,2026-05-15,Personnel,False,12,True
17389,TEACH-04132,2025-09-12,Congé,True,9,True
17390,TEACH-03165,2024-10-08,Personnel,False,13,True
17391,TEACH-04658,2024-12-26,Mission,False,22,False
17392,TEACH-04029,2026-03-09,,False,21,False
17393,TEACH-01140,2026-07-08,Maladie,False,15,True
17394,TEACH-00346,2025-11-13,,False,15,True
17395,TEACH-00431,2024-12-25,Congé,False,8,False
17396,TEACH-04742,2025-01-01,,True,3,True
17397,TEACH-01803,2026-01-05,Personnel,True,9,False
17398,TEACH-01656,2024-08-23,Personnel,False,15,False
17399,TEACH-03042,2025-06-20,Maladie,True,13,True
17400,TEACH-02022,2026-05-20,Personnel,False,20,True
17401,TEACH-04484,2026-03-31,Personnel,True,22,True
17402,TEACH-00243,2025-02-12,Personnel,True,6,True
17403,TEACH-03926,2024-09-24,Personnel,True,20,True
17404,TEACH-03371,2025-02-27,Mission,True,8,True
17405,TEACH-02519,2026-05-24,,True,20,False
17406,TEACH-03022,2024-12-06,,False,6,True
17407,TEACH-04321,2026-01-08,Congé,True,7,True
17408,TEACH-00517,2025-07-30,Maladie,False,16,False
17409,TEACH-00539,2024-07-30,,False,17,True
17410,TEACH-02695,2025-08-20,Congé,False,14,False
17411,TEACH-04635,2026-06-06,Maladie,False,20,False
17412,TEACH-03045,2024-12-01,Personnel,False,8,True
17413,TEACH-04946,2026-05-06,Mission,True,14,False
17414,TEACH-02535,2025-03-23,Mission,False,7,False
17415,TEACH-03812,2025-08-28,Maladie,False,4,False
17416,TEACH-04707,2025-10-06,Congé,True,21,False
17417,TEACH-02809,2024-10-05,Maladie,True,5,True
17418,TEACH-01052,2026-05-07,Mission,False,19,False
17419,TEACH-04539,2024-10-27,Congé,True,1,True
17420,TEACH-00182,2026-06-02,Mission,True,22,False
17421,TEACH-03694,2026-02-24,Personnel,False,24,True
17422,TEACH-01347,2026-04-30,,True,24,False
17423,TEACH-04259,2024-12-22,Maladie,False,19,True
17424,TEACH-04400,2026-05-19,Maladie,False,23,False
17425,TEACH-02967,2025-06-28,Congé,False,4,False
17426,TEACH-01440,2024-12-26,Maladie,True,20,True
17427,TEACH-02193,2026-05-12,Maladie,True,20,True
17428,TEACH-01579,2026-06-07,Maladie,False,14,True
17429,TEACH-01416,2024-12-15,,False,15,False
17430,TEACH-00201,2025-02-17,Maladie,True,10,True
17431,TEACH-03256,2025-06-19,Maladie,True,19,True
17432,TEACH-04942,2024-08-25,Mission,False,14,False
17433,TEACH-00560,2025-06-26,Maladie,True,10,False
17434,TEACH-00222,2024-10-03,Maladie,True,10,False
17435,TEACH-03653,2026-07-10,,False,6,True
17436,TEACH-03041,2024-12-27,Personnel,True,18,False
17437,TEACH-03550,2024-11-08,Mission,True,9,False
17438,TEACH-04475,2025-02-26,Congé,False,13,False
17439,TEACH-00181,2025-07-14,Congé,True,18,True
17440,TEACH-03151,2025-02-26,Maladie,True,16,False
17441,TEACH-01581,2024-11-28,Congé,False,17,True
17442,TEACH-02325,2025-01-16,Mission,True,6,False
17443,TEACH-00533,2026-07-08,Personnel,True,6,False
17444,TEACH-02181,2026-06-02,,True,10,True
17445,TEACH-04069,2024-09-01,Mission,True,18,False
17446,TEACH-02439,2025-01-15,,True,17,False
17447,TEACH-00813,2025-07-04,Mission,False,7,False
17448,TEACH-00133,2026-02-10,Mission,False,19,False
17449,TEACH-02340,2026-04-10,Maladie,True,4,True
17450,TEACH-00960,2025-11-07,Congé,True,14,True
17451,TEACH-02907,2025-09-06,,False,11,False
17452,TEACH-04932,2026-02-18,Mission,True,6,False
17453,TEACH-02088,2024-10-09,,True,17,True
17454,TEACH-02845,2025-06-15,Mission,False,12,False
17455,TEACH-00796,2025-11-08,Congé,False,7,False
17456,TEACH-03427,2025-04-06,Mission,False,21,False
17457,TEACH-03631,2025-11-12,Personnel,True,4,True
17458,TEACH-00781,2025-06-30,,False,3,True
17459,TEACH-00260,2026-03-11,Mission,True,5,False
17460,TEACH-03555,2024-08-17,Maladie,True,7,True
17461,TEACH-01025,2026-06-09,Mission,True,9,True
17462,TEACH-03078,2025-10-24,Personnel,True,10,True
17463,TEACH-03115,2025-12-19,Congé,True,14,False
17464,TEACH-02805,2025-04-22,Personnel,True,18,True
17465,TEACH-00303,2025-08-09,,False,14,True
17466,TEACH-01926,2024-11-11,Personnel,True,4,False
17467,TEACH-03111,2025-08-08,Personnel,False,14,True
17468,TEACH-04665,2026-04-20,Mission,True,4,False
17469,TEACH-04968,2025-09-11,Congé,True,15,True
17470,TEACH-04842,2025-04-10,,True,24,False
17471,TEACH-02451,2024-12-17,Maladie,False,6,True
17472,TEACH-04809,2025-11-02,Congé,False,24,True
17473,TEACH-00859,2026-02-23,,False,7,False
17474,TEACH-00124,2024-12-26,Personnel,False,20,True
17475,TEACH-03033,2024-08-26,,False,5,True
17476,TEACH-00646,2025-01-09,,False,19,True
17477,TEACH-03498,2024-11-26,Congé,False,7,True
17478,TEACH-00263,2026-07-17,Personnel,True,3,True
17479,TEACH-04919,2024-09-26,Maladie,True,14,False
17480,TEACH-01543,2026-05-07,Mission,False,17,False
17481,TEACH-02031,2025-08-21,Maladie,False,20,True
17482,TEACH-00075,2025-08-21,Mission,True,23,True
17483,TEACH-02207,2026-06-08,Mission,True,17,True
17484,TEACH-00043,2024-11-17,Mission,True,14,False
17485,TEACH-00870,2026-06-24,Congé,True,19,True
17486,TEACH-01122,2025-08-23,Congé,True,24,False
17487,TEACH-03816,2024-11-03,,False,18,False
17488,TEACH-04220,2026-03-25,Mission,False,11,True
17489,TEACH-00215,2026-06-23,,True,17,False
17490,TEACH-04778,2025-04-06,Congé,True,6,False
17491,TEACH-01917,2025-02-17,Personnel,True,21,False
17492,TEACH-01101,2026-02-20,Mission,True,1,False
17493,TEACH-04881,2024-08-16,Maladie,False,10,False
17494,TEACH-01065,2025-07-19,Personnel,False,17,False
17495,TEACH-02365,2025-06-03,Mission,True,8,False
17496,TEACH-04119,2024-11-15,,True,5,False
17497,TEACH-02196,2026-03-13,,False,13,False
17498,TEACH-00653,2025-05-06,Congé,False,9,True
17499,TEACH-04002,2025-06-09,Congé,True,21,True
17500,TEACH-03604,2025-03-05,,False,10,False
17501,TEACH-02158,2024-08-20,Maladie,True,3,True
17502,TEACH-03961,2025-09-06,Maladie,False,6,False
17503,TEACH-03839,2025-03-16,Congé,True,6,True
17504,TEACH-00833,2024-11-22,Personnel,False,6,True
17505,TEACH-04071,2024-10-23,Maladie,True,1,True
17506,TEACH-04846,2026-07-04,,False,4,True
17507,TEACH-02169,2025-11-09,Maladie,True,4,True
17508,TEACH-01225,2025-09-03,Congé,False,16,True
17509,TEACH-01588,2026-05-08,Congé,False,2,False
17510,TEACH-02980,2025-07-28,Personnel,False,2,True
17511,TEACH-03105,2024-12-21,Personnel,True,6,True
17512,TEACH-03751,2024-10-31,Personnel,False,9,True
17513,TEACH-04143,2026-03-15,Maladie,False,8,True
17514,TEACH-03545,2025-09-13,,False,1,False
17515,TEACH-03602,2024-09-22,Mission,True,9,True
17516,TEACH-03151,2025-04-14,Personnel,True,8,True
17517,TEACH-04266,2026-05-26,Mission,False,14,False
17518,TEACH-03412,2025-07-28,Mission,True,15,False
17519,TEACH-01895,2026-06-22,Personnel,True,10,True
17520,TEACH-04864,2024-09-03,,True,17,True
17521,TEACH-01196,2026-04-21,Maladie,False,14,False
17522,TEACH-01771,2024-12-25,Personnel,True,12,True
17523,TEACH-03492,2024-12-16,,True,2,True
17524,TEACH-04373,2025-05-31,Mission,True,5,False
17525,TEACH-01424,2025-10-23,Congé,False,3,True
17526,TEACH-04813,2025-10-24,,True,14,False
17527,TEACH-02301,2025-10-21,Congé,True,21,True
17528,TEACH-02300,2025-12-22,Congé,False,19,True
17529,TEACH-01727,2024-08-13,Personnel,False,15,False
17530,TEACH-02237,2024-12-13,,True,10,True
17531,TEACH-01671,2025-01-23,Personnel,True,11,True
17532,TEACH-02437,2025-03-17,Congé,False,23,True
17533,TEACH-04991,2024-08-31,,False,8,True
17534,TEACH-01496,2026-06-28,Congé,True,13,True
17535,TEACH-02395,2025-09-21,,False,6,True
17536,TEACH-03172,2026-04-16,Congé,True,17,True
17537,TEACH-04771,2026-02-21,Mission,False,13,True
17538,TEACH-03025,2026-04-30,Personnel,True,4,True
17539,TEACH-00707,2025-05-12,Congé,True,12,True
17540,TEACH-00607,2025-01-09,Congé,True,15,True
17541,TEACH-03894,2025-02-19,Maladie,True,21,True
17542,TEACH-00220,2025-07-21,Personnel,False,4,True
17543,TEACH-04259,2025-04-20,Maladie,False,12,True
17544,TEACH-02674,2026-02-20,Personnel,True,3,True
17545,TEACH-01258,2024-08-08,Congé,False,5,True
17546,TEACH-04848,2025-05-23,Maladie,False,16,True
17547,TEACH-03451,2026-07-20,Maladie,True,12,False
17548,TEACH-04149,2026-03-20,Congé,True,24,False
17549,TEACH-02722,2024-12-29,Maladie,True,23,False
17550,TEACH-01466,2024-11-15,,False,20,True
17551,TEACH-04427,2024-12-29,Mission,False,18,True
17552,TEACH-00908,2025-10-10,Mission,True,17,False
17553,TEACH-03805,2026-04-16,Congé,False,8,True
17554,TEACH-00384,2024-10-20,Congé,False,15,False
17555,TEACH-01859,2025-05-30,,True,14,True
17556,TEACH-01399,2026-05-21,Maladie,False,22,False
17557,TEACH-00641,2025-03-07,Congé,True,2,True
17558,TEACH-01911,2024-08-12,,False,12,True
17559,TEACH-02126,2025-04-07,Personnel,True,16,True
17560,TEACH-02326,2025-10-24,,False,15,True
17561,TEACH-03131,2026-05-16,Maladie,False,5,False
17562,TEACH-01043,2025-06-05,Mission,True,11,True
17563,TEACH-04261,2024-08-07,Congé,False,2,False
17564,TEACH-00718,2026-01-28,Congé,True,6,True
17565,TEACH-02125,2025-11-16,,False,21,False
17566,TEACH-03357,2026-05-18,Maladie,False,1,True
17567,TEACH-04794,2024-11-10,Personnel,False,11,True
17568,TEACH-02984,2026-03-24,Congé,True,9,True
17569,TEACH-02080,2026-03-20,Congé,False,14,True
17570,TEACH-03349,2025-07-14,,False,10,True
17571,TEACH-03588,2025-02-09,Maladie,True,21,True
17572,TEACH-04647,2026-07-03,Maladie,True,10,True
17573,TEACH-03379,2025-05-25,Mission,False,18,True
17574,TEACH-01772,2024-11-22,,True,11,False
17575,TEACH-02348,2025-10-07,Congé,True,5,True
17576,TEACH-02472,2025-08-07,Personnel,False,16,False
17577,TEACH-03777,2024-08-20,Congé,False,16,False
17578,TEACH-02420,2025-11-23,Mission,False,11,True
17579,TEACH-00868,2024-07-31,,True,1,True
17580,TEACH-01843,2025-08-09,Maladie,False,4,False
17581,TEACH-03455,2024-12-19,,True,4,False
17582,TEACH-02945,2025-03-07,Congé,False,18,False
17583,TEACH-03373,2026-06-14,Personnel,False,8,True
17584,TEACH-01541,2025-07-02,Congé,True,15,False
17585,TEACH-04277,2025-07-06,,False,8,False
17586,TEACH-02803,2025-06-19,,False,13,True
17587,TEACH-00164,2025-02-27,Congé,False,10,True
17588,TEACH-00093,2024-08-23,Maladie,False,24,False
17589,TEACH-04449,2024-11-21,Congé,False,9,False
17590,TEACH-00651,2025-01-26,Maladie,True,5,True
17591,TEACH-01232,2025-06-01,,True,8,True
17592,TEACH-01228,2025-07-21,Congé,True,8,False
17593,TEACH-04146,2025-04-07,Congé,True,21,False
17594,TEACH-01436,2024-09-24,Congé,True,18,False
17595,TEACH-03755,2024-10-22,Maladie,True,11,True
17596,TEACH-02469,2026-04-19,,False,18,True
17597,TEACH-03110,2026-07-12,Mission,True,8,False
17598,TEACH-01198,2026-04-13,Mission,True,3,True
17599,TEACH-01782,2026-05-26,Personnel,False,22,False
17600,TEACH-04442,2025-08-24,Maladie,False,15,False
17601,TEACH-00741,2024-12-21,Mission,False,20,True
17602,TEACH-04206,2025-12-26,Congé,False,15,False
17603,TEACH-04847,2024-08-15,Congé,False,3,True
17604,TEACH-00513,2026-01-01,Congé,False,2,True
17605,TEACH-01007,2025-10-11,Mission,False,17,True
17606,TEACH-02053,2025-07-07,Personnel,True,10,True
17607,TEACH-03278,2025-11-25,Mission,True,14,False
17608,TEACH-02432,2025-06-01,Mission,False,1,False
17609,TEACH-02531,2025-09-26,Personnel,True,9,False
17610,TEACH-04931,2025-07-27,Personnel,True,12,True
17611,TEACH-04876,2025-05-16,,False,16,False
17612,TEACH-03067,2026-07-12,Mission,True,15,False
17613,TEACH-02551,2026-07-10,,False,8,True
17614,TEACH-00771,2024-09-19,Personnel,True,15,False
17615,TEACH-01228,2026-01-27,Congé,True,16,False
17616,TEACH-02203,2025-04-03,Maladie,True,15,True
17617,TEACH-01610,2026-05-31,Maladie,True,8,False
17618,TEACH-02403,2024-09-03,Personnel,True,10,True
17619,TEACH-03335,2024-10-17,Personnel,False,13,True
17620,TEACH-03650,2025-03-30,Maladie,True,1,True
17621,TEACH-00994,2024-09-27,Mission,False,2,True
17622,TEACH-01454,2025-01-27,Mission,False,14,False
17623,TEACH-00903,2024-08-21,,False,1,True
17624,TEACH-01612,2026-01-12,Maladie,False,6,False
17625,TEACH-01682,2025-07-16,Personnel,False,7,False
17626,TEACH-04849,2025-09-25,Personnel,True,24,True
17627,TEACH-04478,2026-01-19,Congé,False,2,False
17628,TEACH-04035,2024-11-21,Personnel,True,7,False
17629,TEACH-02533,2026-03-17,Congé,False,23,True
17630,TEACH-01478,2025-10-11,,False,3,True
17631,TEACH-02240,2024-09-16,Personnel,False,5,True
17632,TEACH-04897,2025-08-17,Personnel,False,15,True
17633,TEACH-03690,2025-12-16,Personnel,False,14,True
